Date,Close,Open,High,Low,Volume,Change%
2021-12-29,"1,485.82","1,494.39","1,498.91","1,485.82",843.88K,-0.57%
2021-12-28,"1,494.39","1,488.88","1,499.77","1,483.97",1.00M,0.37%
2021-12-27,"1,488.88","1,477.03","1,490.12","1,469.91",752.11K,0.80%
2021-12-24,"1,477.03","1,456.96","1,478.80","1,456.32",889.48K,1.38%
2021-12-23,"1,456.96","1,477.67","1,481.21","1,447.14",1.36M,-1.40%
2021-12-22,"1,477.67","1,478.74","1,489.24","1,471.84",1.07M,-0.07%
2021-12-21,"1,478.74","1,477.33","1,486.09","1,472.43",902.84K,0.10%
2021-12-20,"1,477.33","1,479.79","1,483.85","1,468.88",963.35K,-0.17%
2021-12-17,"1,479.79","1,476.61","1,487.73","1,476.61",1.11M,0.22%
2021-12-16,"1,476.61","1,475.50","1,482.32","1,468.95",927.54K,0.08%
2021-12-15,"1,475.50","1,476.02","1,481.67","1,468.21",906.08K,-0.04%
2021-12-14,"1,476.02","1,476.21","1,485.14","1,469.21",964.11K,-0.01%
2021-12-13,"1,476.21","1,463.54","1,481.70","1,463.54",865.58K,0.87%
2021-12-10,"1,463.54","1,467.98","1,475.85","1,461.78",798.29K,-0.30%
2021-12-09,"1,467.98","1,452.87","1,467.98","1,446.88",665.46K,1.04%
2021-12-08,"1,452.87","1,446.77","1,460.28","1,446.77",771.03K,0.42%
2021-12-07,"1,446.77","1,413.58","1,446.77","1,413.58",755.91K,2.35%
2021-12-06,"1,413.58","1,443.32","1,452.55","1,400.87",1.04M,-2.06%
2021-12-03,"1,443.32","1,482.05","1,491.20","1,443.32",1.10M,-2.61%
2021-12-02,"1,482.05","1,485.19","1,493.84","1,482.05",763.96K,-0.21%
2021-12-01,"1,485.19","1,478.44","1,487.68","1,471.30",876.73K,0.46%
2021-11-30,"1,478.44","1,484.84","1,503.09","1,471.57",1.08M,-0.43%
2021-11-29,"1,484.84","1,493.03","1,493.03","1,464.83",1.01M,-0.55%
2021-11-26,"1,493.03","1,500.81","1,511.68","1,488.83",1.06M,-0.52%
2021-11-25,"1,500.81","1,488.87","1,505.36","1,488.87",1.01M,0.80%
2021-11-24,"1,488.87","1,463.63","1,491.05","1,463.63",1.12M,1.72%
2021-11-23,"1,463.63","1,447.25","1,463.63","1,438.41",880.07K,1.13%
2021-11-22,"1,447.25","1,452.35","1,466.46","1,442.85",1.27M,-0.35%
2021-11-19,"1,452.35","1,469.83","1,481.53","1,434.69",1.52M,-1.19%
2021-11-18,"1,469.83","1,475.85","1,482.87","1,469.83",1.09M,-0.41%
2021-11-17,"1,475.85","1,466.45","1,477.04","1,464.78",860.80K,0.64%
2021-11-16,"1,466.45","1,476.57","1,476.97","1,459.08",1.22M,-0.69%
2021-11-15,"1,476.57","1,473.37","1,481.96","1,466.01",1.17M,0.22%
2021-11-12,"1,473.37","1,462.35","1,474.98","1,453.22",955.63K,0.75%
2021-11-11,"1,462.35","1,465.02","1,472.89","1,449.18",1.27M,-0.18%
2021-11-10,"1,465.02","1,461.50","1,470.19","1,457.98",985.54K,0.24%
2021-11-09,"1,461.50","1,467.57","1,474.20","1,457.57",1.03M,-0.41%
2021-11-08,"1,467.57","1,456.51","1,470.49","1,456.51",1.08M,0.76%
2021-11-05,"1,456.51","1,448.34","1,459.93","1,444.51",874.07K,0.56%
2021-11-04,"1,448.34","1,444.30","1,451.98","1,435.84",929.53K,0.28%
2021-11-03,"1,444.30","1,452.46","1,463.63","1,440.67",1.51M,-0.56%
2021-11-02,"1,452.46","1,438.97","1,452.46","1,438.83",1.01M,0.94%
2021-11-01,"1,438.97","1,444.27","1,451.81","1,435.57",1.13M,-0.37%
2021-10-29,"1,444.27","1,438.01","1,447.62","1,432.19",982.01K,0.44%
2021-10-28,"1,438.01","1,423.02","1,440.64","1,420.42",865.43K,1.05%
2021-10-27,"1,423.02","1,391.63","1,423.02","1,391.63",936.22K,2.26%
2021-10-26,"1,391.63","1,385.40","1,393.03","1,377.56",747.95K,0.45%
2021-10-25,"1,385.40","1,389.24","1,395.72","1,385.40",899.26K,-0.28%
2021-10-22,"1,389.24","1,384.77","1,393.70","1,384.77",798.13K,0.32%
2021-10-21,"1,384.77","1,393.80","1,398.45","1,384.77",709.07K,-0.65%
2021-10-20,"1,393.80","1,395.33","1,401.76","1,376.15",845.89K,-0.11%
2021-10-19,"1,395.33","1,395.53","1,399.66","1,388.95",639.44K,-0.01%
2021-10-18,"1,395.53","1,392.70","1,402.63","1,390.88",795.92K,0.20%
2021-10-15,"1,392.70","1,391.85","1,399.03","1,388.00",784.56K,0.06%
2021-10-14,"1,391.85","1,391.91","1,398.67","1,388.89",725.51K,0.00%
2021-10-13,"1,391.91","1,394.80","1,400.67","1,389.61",645.35K,-0.21%
2021-10-12,"1,394.80","1,394.09","1,400.78","1,389.43",742.81K,0.05%
2021-10-11,"1,394.09","1,372.73","1,394.64","1,372.73",764.35K,1.56%
2021-10-08,"1,372.73","1,365.99","1,373.18","1,365.93",632.86K,0.49%
2021-10-07,"1,365.99","1,362.82","1,367.64","1,360.57",693.03K,0.23%
2021-10-06,"1,362.82","1,354.63","1,362.82","1,354.63",637.00K,0.60%
2021-10-05,"1,354.63","1,339.54","1,354.63","1,339.54",636.27K,1.13%
2021-10-04,"1,339.54","1,334.89","1,347.49","1,333.53",736.08K,0.35%
2021-10-01,"1,334.89","1,342.06","1,344.06","1,332.97",738.17K,-0.53%
2021-09-30,"1,342.06","1,339.21","1,348.89","1,339.21",438.29K,0.21%
2021-09-29,"1,339.21","1,339.31","1,340.90","1,328.17",598.50K,-0.01%
2021-09-28,"1,339.31","1,324.99","1,341.81","1,316.41",623.51K,1.08%
2021-09-27,"1,324.99","1,351.17","1,354.38","1,324.99",778.44K,-1.94%
2021-09-24,"1,351.17","1,352.76","1,356.97","1,348.07",673.10K,-0.12%
2021-09-23,"1,352.76","1,350.68","1,361.09","1,350.43",997.61K,0.15%
2021-09-22,"1,350.68","1,339.84","1,350.71","1,336.63",779.65K,0.81%
2021-09-21,"1,339.84","1,350.48","1,350.48","1,324.82",859.68K,-0.79%
2021-09-20,"1,350.48","1,352.64","1,365.92","1,349.18",895.46K,-0.16%
2021-09-17,"1,352.64","1,345.87","1,356.45","1,345.87",852.78K,0.50%
2021-09-16,"1,345.87","1,345.83","1,353.12","1,341.23",599.77K,0.00%
2021-09-15,"1,345.83","1,339.70","1,347.70","1,334.97",692.09K,0.46%
2021-09-14,"1,339.70","1,341.43","1,349.13","1,336.84",730.45K,-0.13%
2021-09-13,"1,341.43","1,345.31","1,350.69","1,340.50",775.47K,-0.29%
2021-09-10,"1,345.31","1,343.98","1,350.43","1,343.98",598.73K,0.10%
2021-09-09,"1,343.98","1,333.61","1,345.59","1,332.67",642.57K,0.78%
2021-09-08,"1,333.61","1,341.90","1,344.49","1,328.35",626.08K,-0.62%
2021-09-07,"1,341.90","1,346.39","1,353.66","1,340.32",869.38K,-0.33%
2021-09-06,"1,346.39","1,334.65","1,348.36","1,334.65",944.41K,0.88%
2021-09-01,"1,334.65","1,331.47","1,338.02","1,328.13",719.96K,0.24%
2021-08-31,"1,331.47","1,328.14","1,336.14","1,325.69",733.83K,0.25%
2021-08-30,"1,328.14","1,313.20","1,329.62","1,313.20",676.54K,1.14%
2021-08-27,"1,313.20","1,301.12","1,313.20","1,285.16",685.06K,0.93%
2021-08-26,"1,301.12","1,309.55","1,316.26","1,295.77",524.29K,-0.64%
2021-08-25,"1,309.55","1,298.74","1,310.16","1,291.70",522.87K,0.83%
2021-08-24,"1,298.74","1,298.86","1,307.56","1,289.16",714.27K,-0.01%
2021-08-23,"1,298.86","1,329.43","1,329.43","1,298.86",795.07K,-2.30%
2021-08-20,"1,329.43","1,374.85","1,374.85","1,317.52",1.21M,-3.30%
2021-08-19,"1,374.85","1,360.94","1,374.85","1,352.94",728.17K,1.02%
2021-08-18,"1,360.94","1,363.09","1,370.50","1,355.83",689.78K,-0.16%
2021-08-17,"1,363.09","1,370.96","1,379.70","1,359.11",768.61K,-0.57%
2021-08-16,"1,370.96","1,357.05","1,372.33","1,357.05",827.71K,1.03%
2021-08-13,"1,357.05","1,353.05","1,357.41","1,336.74",744.15K,0.30%
2021-08-12,"1,353.05","1,357.79","1,365.01","1,353.05",741.56K,-0.35%
2021-08-11,"1,357.79","1,362.43","1,374.03","1,357.79",806.77K,-0.34%
2021-08-10,"1,362.43","1,359.86","1,370.35","1,358.12",716.54K,0.19%
2021-08-09,"1,359.86","1,341.45","1,361.12","1,334.69",688.43K,1.37%
2021-08-06,"1,341.45","1,345.55","1,351.85","1,341.45",736.16K,-0.30%
2021-08-05,"1,345.55","1,334.74","1,346.62","1,326.80",635.47K,0.81%
2021-08-04,"1,334.74","1,332.44","1,340.76","1,328.40",661.80K,0.17%
2021-08-03,"1,332.44","1,314.22","1,332.44","1,314.22",647.01K,1.39%
2021-08-02,"1,314.22","1,310.05","1,322.35","1,304.49",614.53K,0.32%
2021-07-30,"1,310.05","1,293.60","1,311.97","1,293.60",644.44K,1.27%
2021-07-29,"1,293.60","1,277.07","1,293.60","1,277.07",491.06K,1.29%
2021-07-28,"1,277.07","1,276.93","1,281.17","1,271.78",406.89K,0.01%
2021-07-27,"1,276.93","1,272.71","1,288.35","1,272.71",566.75K,0.33%
2021-07-26,"1,272.71","1,268.83","1,277.33","1,254.57",508.55K,0.31%
2021-07-23,"1,268.83","1,293.67","1,295.63","1,268.83",582.25K,-1.92%
2021-07-22,"1,293.67","1,270.79","1,294.16","1,266.54",536.41K,1.80%
2021-07-21,"1,270.79","1,273.29","1,284.33","1,266.71",451.95K,-0.20%
2021-07-20,"1,273.29","1,243.51","1,273.29","1,225.52",568.60K,2.39%
2021-07-19,"1,243.51","1,299.31","1,299.31","1,237.79",731.02K,-4.29%
2021-07-16,"1,299.31","1,293.92","1,304.37","1,293.92",415.12K,0.42%
2021-07-15,"1,293.92","1,279.91","1,299.18","1,270.77",419.14K,1.09%
2021-07-14,"1,279.91","1,297.54","1,305.37","1,264.68",547.97K,-1.36%
2021-07-13,"1,297.54","1,296.30","1,307.73","1,278.30",500.18K,0.10%
2021-07-12,"1,296.30","1,347.14","1,347.14","1,270.06",912.74K,-3.77%
2021-07-09,"1,347.14","1,374.68","1,374.68","1,335.90",713.99K,-2.00%
2021-07-08,"1,374.68","1,388.55","1,388.55","1,363.92",528.83K,-1.00%
2021-07-07,"1,388.55","1,354.79","1,388.55","1,334.58",733.80K,2.49%
2021-07-06,"1,354.79","1,411.13","1,418.99","1,354.79",773.51K,-3.99%
2021-07-05,"1,411.13","1,420.27","1,421.52","1,394.12",774.45K,-0.64%
2021-07-02,"1,420.27","1,422.89","1,424.28","1,415.82",706.83K,0.23%
2021-07-01,"1,417.08","1,412.15","1,417.27","1,402.18",753.56K,0.61%
2021-06-30,"1,408.55","1,410.83","1,419.61","1,408.18",595.29K,-0.11%
2021-06-29,"1,410.04","1,408.34","1,416.34","1,406.87",647.39K,0.30%
2021-06-28,"1,405.81","1,397.96","1,406.02","1,390.56",699.51K,1.13%
2021-06-25,"1,390.12","1,382.11","1,390.12","1,372.80",598.11K,0.75%
2021-06-24,"1,379.72","1,376.87","1,384.71","1,372.99",591.75K,0.21%
2021-06-23,"1,376.87","1,383.15","1,388.33","1,372.06",710.77K,-0.22%
2021-06-22,"1,379.97","1,380.84","1,385.98","1,375.00",746.95K,0.53%
2021-06-21,"1,372.63","1,373.59","1,381.74","1,367.85",768.18K,-0.37%
2021-06-18,"1,377.77","1,366.19","1,377.77","1,363.52",809.47K,1.31%
2021-06-17,"1,359.92","1,341.06","1,364.55","1,337.49",768.73K,0.25%
2021-06-16,"1,356.52","1,363.85","1,370.14","1,350.73",769.63K,-0.79%
2021-06-15,"1,367.36","1,361.58","1,372.72","1,356.59",730.94K,0.41%
2021-06-14,"1,361.72","1,352.73","1,368.53","1,352.73",775.73K,0.74%
2021-06-11,"1,351.74","1,326.79","1,352.47","1,322.08",731.26K,2.13%
2021-06-10,"1,323.58","1,332.90","1,336.71","1,317.49",723.49K,-0.70%
2021-06-09,"1,332.90","1,323.52","1,339.14","1,312.08",822.29K,0.99%
2021-06-08,"1,319.88","1,355.36","1,364.48","1,318.11",924.51K,-2.86%
2021-06-07,"1,358.78","1,374.59","1,375.74","1,347.21",876.69K,-1.11%
2021-06-04,"1,374.05","1,367.06","1,374.05","1,360.42",943.33K,0.72%
2021-06-03,"1,364.28","1,345.21","1,366.00","1,345.21",898.88K,1.75%
2021-06-02,"1,340.78","1,337.78","1,344.98","1,330.82",805.24K,0.22%
2021-06-01,"1,337.78","1,329.47","1,346.34","1,328.84",629.42K,0.73%
2021-05-31,"1,328.05","1,326.65","1,328.05","1,307.56",737.18K,0.57%
2021-05-28,"1,320.46","1,307.79","1,323.09","1,300.06",768.85K,1.30%
2021-05-27,"1,303.57","1,318.42","1,319.67","1,299.99",733.00K,-1.00%
2021-05-26,"1,316.70","1,308.04","1,317.30","1,304.68",713.07K,0.62%
2021-05-25,"1,308.58","1,299.19","1,308.58","1,297.23",679.06K,0.82%
2021-05-24,"1,297.98","1,287.50","1,299.83","1,287.36",715.51K,1.09%
2021-05-21,"1,283.93","1,272.84","1,289.03","1,268.46",698.93K,0.45%
2021-05-20,"1,278.22","1,264.62","1,278.22","1,255.78",745.21K,1.25%
2021-05-19,"1,262.49","1,254.78","1,262.71","1,250.58",694.35K,0.78%
2021-05-18,"1,252.68","1,259.57","1,262.22","1,249.02",692.48K,-0.48%
2021-05-17,"1,258.70","1,272.55","1,277.83","1,258.50",758.29K,-0.60%
2021-05-14,"1,266.36","1,266.43","1,271.45","1,259.97",730.99K,0.35%
2021-05-13,"1,261.99","1,262.98","1,273.49","1,261.99",711.52K,-0.56%
2021-05-12,"1,269.09","1,251.97","1,269.09","1,249.18",700.67K,1.04%
2021-05-11,"1,256.04","1,265.11","1,272.55","1,256.04",770.09K,-0.28%
2021-05-10,"1,259.58","1,239.96","1,259.58","1,236.85",773.06K,1.43%
2021-05-07,"1,241.81","1,245.48","1,250.50","1,231.92",783.04K,-0.70%
2021-05-06,"1,250.57","1,255.42","1,261.49","1,246.64",730.50K,-0.47%
2021-05-05,"1,256.43","1,244.69","1,265.93","1,244.69",744.43K,1.15%
2021-05-04,"1,242.20","1,222.08","1,242.80","1,212.56",798.49K,0.23%
2021-04-29,"1,239.39","1,234.91","1,239.39","1,231.25",647.16K,0.80%
2021-04-28,"1,229.55","1,220.26","1,230.91","1,217.49",612.70K,0.80%
2021-04-27,"1,219.75","1,213.84","1,220.96","1,204.14",618.17K,0.33%
2021-04-26,"1,215.77","1,251.25","1,251.25","1,214.14",744.95K,-2.62%
2021-04-23,"1,248.53","1,227.18","1,248.53","1,216.15",716.52K,1.69%
2021-04-22,"1,227.82","1,264.31","1,271.98","1,227.82",770.37K,-3.19%
2021-04-20,"1,268.28","1,267.74","1,286.32","1,261.28",843.60K,0.61%
2021-04-19,"1,260.58","1,243.58","1,260.58","1,233.77",817.13K,1.77%
2021-04-16,"1,238.71","1,245.06","1,254.61","1,227.14",986.88K,-0.68%
2021-04-15,"1,247.25","1,262.25","1,265.87","1,247.25",806.49K,-0.69%
2021-04-14,"1,255.87","1,240.90","1,255.87","1,233.01",861.96K,0.60%
2021-04-13,"1,248.33","1,262.44","1,268.02","1,247.66",1.03M,-0.33%
2021-04-12,"1,252.45","1,236.79","1,252.45","1,232.35",890.31K,1.69%
2021-04-09,"1,231.66","1,231.51","1,234.98","1,227.60",732.82K,-0.26%
2021-04-08,"1,234.89","1,242.38","1,246.40","1,232.26",664.51K,-0.60%
2021-04-07,"1,242.38","1,237.39","1,242.38","1,232.52",727.82K,0.20%
2021-04-06,"1,239.96","1,233.37","1,244.63","1,231.14",694.06K,0.32%
2021-04-05,"1,236.05","1,245.28","1,245.28","1,228.18",693.04K,0.95%
2021-04-02,"1,224.45","1,225.76","1,228.29","1,221.07",661.89K,0.69%
2021-04-01,"1,216.10","1,194.59","1,217.26","1,192.83",672.84K,2.07%
2021-03-31,"1,191.44","1,186.36","1,196.45","1,186.36",703.08K,0.43%
2021-03-30,"1,186.36","1,179.64","1,187.29","1,172.85",780.73K,0.91%
2021-03-29,"1,175.68","1,169.65","1,175.77","1,165.78",660.95K,1.16%
2021-03-26,"1,162.21","1,162.71","1,165.76","1,137.90",670.46K,-0.08%
2021-03-25,"1,163.10","1,164.41","1,170.76","1,154.44",690.73K,0.11%
2021-03-24,"1,161.81","1,169.42","1,174.20","1,154.22",750.48K,-1.83%
2021-03-23,"1,183.45","1,190.28","1,191.47","1,177.10",683.72K,-0.92%
2021-03-22,"1,194.43","1,200.05","1,200.21","1,189.31",700.87K,0.03%
2021-03-19,"1,194.05","1,195.47","1,199.67","1,191.96",680.90K,-0.57%
2021-03-18,"1,200.94","1,196.60","1,200.94","1,191.94",628.64K,1.25%
2021-03-17,"1,186.09","1,178.64","1,186.09","1,176.26",701.09K,0.52%
2021-03-16,"1,179.90","1,184.91","1,184.91","1,171.76",683.85K,-0.39%
2021-03-15,"1,184.56","1,183.89","1,186.06","1,178.80",676.96K,0.25%
2021-03-12,"1,181.56","1,185.21","1,186.52","1,178.14",624.71K,-0.01%
2021-03-11,"1,181.73","1,170.08","1,183.73","1,170.08",629.10K,1.00%
2021-03-10,"1,170.08","1,163.86","1,170.59","1,154.89",723.92K,0.70%
2021-03-09,"1,161.97","1,160.96","1,166.42","1,150.94",641.43K,-0.54%
2021-03-08,"1,168.27","1,180.33","1,181.25","1,164.02",652.70K,-0.04%
2021-03-05,"1,168.69","1,164.19","1,169.56","1,155.60",594.84K,0.01%
2021-03-04,"1,168.52","1,191.78","1,191.90","1,159.48",673.45K,-1.55%
2021-03-03,"1,186.95","1,184.73","1,189.18","1,180.25",631.67K,0.03%
2021-03-02,"1,186.61","1,196.16","1,196.16","1,181.99",577.01K,0.04%
2021-03-01,"1,186.17","1,176.93","1,186.82","1,174.45",643.38K,1.51%
2021-02-26,"1,168.47","1,148.88","1,169.28","1,148.88",554.46K,0.26%
2021-02-25,"1,165.43","1,169.97","1,169.97","1,155.74",510.43K,0.29%
2021-02-24,"1,162.01","1,184.32","1,185.58","1,154.36",603.00K,-1.33%
2021-02-23,"1,177.64","1,174.57","1,184.32","1,168.32",598.27K,0.22%
2021-02-22,"1,175.04","1,173.57","1,182.67","1,169.12",630.04K,0.13%
2021-02-19,"1,173.50","1,160.65","1,178.18","1,157.60",578.28K,-0.07%
2021-02-18,"1,174.38","1,157.10","1,174.38","1,148.66",614.82K,1.61%
2021-02-17,"1,155.78","1,127.46","1,155.78","1,127.46",568.03K,3.66%
2021-02-09,"1,114.93","1,090.88","1,114.93","1,078.98",519.81K,2.93%
2021-02-08,"1,083.18","1,127.06","1,127.06","1,075.10",696.60K,-3.88%
2021-02-05,"1,126.91","1,114.79","1,126.91","1,112.19",529.87K,1.32%
2021-02-04,"1,112.19","1,112.97","1,117.88","1,098.85",523.41K,0.08%
2021-02-03,"1,111.29","1,084.87","1,113.24","1,082.95",703.18K,3.32%
2021-02-02,"1,075.53","1,036.95","1,075.53","1,029.36",602.62K,3.86%
2021-02-01,"1,035.51","1,056.61","1,074.52","1,035.51",634.33K,-2.00%
2021-01-29,"1,056.61",998.33,"1,076.11",998.33,797.39K,3.19%
2021-01-28,"1,023.94","1,041.71","1,052.16","1,022.77",767.87K,-6.67%
2021-01-27,"1,097.17","1,122.41","1,132.99","1,088.86",785.70K,-3.43%
2021-01-26,"1,136.12","1,164.97","1,164.97","1,121.03",782.27K,-2.57%
2021-01-25,"1,166.05","1,164.20","1,172.18","1,162.80",707.24K,-0.06%
2021-01-22,"1,166.78","1,166.77","1,175.72","1,161.43",758.32K,0.22%
2021-01-21,"1,164.21","1,146.86","1,164.21","1,132.66",721.92K,2.60%
2021-01-20,"1,134.68","1,136.50","1,142.48","1,098.05",839.30K,0.33%
2021-01-19,"1,131.00","1,189.91","1,189.91","1,117.17",986.19K,-5.11%
2021-01-18,"1,191.94","1,198.79","1,200.85","1,190.33",747.42K,-0.19%
2021-01-15,"1,194.20","1,188.84","1,197.74","1,188.84",783.11K,0.57%
2021-01-14,"1,187.40","1,189.48","1,190.50","1,178.84",779.34K,0.11%
2021-01-13,"1,186.05","1,197.32","1,200.82","1,183.18",819.29K,-0.52%
2021-01-12,"1,192.28","1,190.38","1,192.28","1,179.24",719.94K,0.62%
2021-01-11,"1,184.89","1,176.47","1,186.45","1,175.00",845.85K,1.47%
2021-01-08,"1,167.69","1,164.10","1,176.33","1,160.48",808.31K,0.97%
2021-01-07,"1,156.49","1,147.26","1,156.49","1,143.44",763.74K,1.16%
2021-01-06,"1,143.21","1,139.12","1,152.85","1,133.70",790.45K,0.94%
2021-01-05,"1,132.55","1,116.96","1,134.45","1,116.49",763.43K,1.08%
2021-01-04,"1,120.47","1,113.77","1,126.43","1,113.59",764.04K,1.50%
